Year,Month No,Month,BU,Doctor Name,Target Revenue,Target No. cases,Total Revenue,Credit Revenue,Cash Revenue,Total Leakage Revenue Losses,Doctor PMS %,No. Cases,No. Services,Charge per case,No. Booking,No. Planned booking Slots,No. follow-up visits,Service Leakage %,Cross Referral %,Patient Retention %,Patient Acquisition %,Actual COE Compliance %,Digital Actual CR%,Digital Target CR%,No. Missed Opportunity,No. Cancelled Clinics,Total Losses Revenue_Cancellation_Modification,No-Show %
2025,5,2025-05-01,SMH,Youssef,224425.48,148,162198.1,58362.86,103835.25,5113.58,0.7079,125,155,1297.58,158,182,32,0.0315,0.2073,0.7033,0.2967,0.613,0.2054,0.2207,16,0,3615.45,0.1612
2025,5,2025-05-01,SMH,Aly,255068.65,172,189096.57,78962.23,110134.34,17592.45,0.7992,128,195,1477.32,166,202,48,0.093,0.1432,0.552,0.448,0.8565,0.1998,0.2321,20,6,35407.38,0.1239
2025,5,2025-05-01,SMH,Khaled,271683.6,180,166705.29,92394.99,74310.3,3068.54,0.6839,144,349,1157.68,173,218,43,0.0184,0.0976,0.595,0.405,0.5922,0.2954,0.2968,20,6,44770.61,0.0742
2025,5,2025-05-01,SMH,Mohamed,225826.28,155,169098.2,106080.87,63017.33,3009.43,0.7379,135,231,1252.58,161,180,56,0.0178,0.1508,0.7616,0.2384,0.6863,0.191,0.1928,12,2,12605.11,0.0883
2025,5,2025-05-01,SMH,Mahmoud,214807.57,153,187420.53,61203.55,126216.98,9104.12,0.9662,159,311,1178.75,179,197,64,0.0486,0.1622,0.4569,0.5431,0.6859,0.2559,0.2682,9,4,17734.5,0.0549
2025,5,2025-05-01,SMH,Maged,178969.04,115,135906.19,76672.54,59233.65,11391.84,0.8291,97,120,1401.09,120,133,33,0.0838,0.0409,0.4825,0.5175,0.618,0.247,0.2822,7,3,25514.11,0.1248
2025,5,2025-05-01,SMH,Amany,273508.92,195,276125.0,130491.04,145633.96,14987.18,0.8465,176,415,1568.89,200,220,69,0.0543,0.0451,0.7684,0.2316,0.7772,0.3742,0.3136,12,6,35702.03,0.0645
2025,5,2025-05-01,SMH,Alaa,158311.52,114,104021.09,50317.15,53703.94,5666.38,0.7177,85,137,1223.78,117,136,24,0.0545,0.2194,0.7662,0.2338,0.4679,0.184,0.1974,11,3,9760.99,0.1495
2025,5,2025-05-01,SMH,Ola,190352.98,123,163243.94,95711.48,67532.46,15107.57,0.6849,97,129,1682.93,120,141,20,0.0925,0.072,0.5152,0.4848,0.4384,0.1443,0.1663,12,1,10989.46,0.1287
2025,5,2025-05-01,HJH,Ahmed,247240.72,138,159081.79,63612.45,95469.35,11169.34,0.811,112,205,1420.37,145,176,42,0.0702,0.1053,0.6234,0.3766,0.4346,0.2416,0.2194,20,5,21985.33,0.1441
2025,5,2025-05-01,HJH,Omar,371787.55,193,338269.0,159150.34,179118.65,24974.5,0.8212,168,232,2013.51,192,232,60,0.0738,0.2759,0.7316,0.2684,0.6544,0.16,0.1927,11,3,30435.46,0.0628
2025,5,2025-05-01,HJH,Youssef,270308.42,136,179136.32,91656.66,87479.66,3426.77,0.7229,113,236,1585.28,128,172,30,0.0191,0.1436,0.6675,0.3325,0.464,0.1928,0.236,19,5,36581.7,0.0845
2025,5,2025-05-01,HJH,Aly,254893.15,142,207175.64,79792.89,127382.76,9080.77,0.7829,120,276,1726.46,142,164,37,0.0438,0.0475,0.542,0.458,0.6022,0.1632,0.2101,10,1,9768.74,0.0541
2025,5,2025-05-01,HJH,Khaled,254508.14,140,191433.34,122245.42,69187.91,4543.2,0.6518,95,124,2015.09,115,169,25,0.0237,0.0499,0.6034,0.3966,0.8188,0.2577,0.2648,18,0,5388.11,0.11
2025,5,2025-05-01,HJH,Mohamed,509565.38,252,303619.92,180602.03,123017.89,16066.62,0.6586,202,524,1503.07,249,288,48,0.0529,0.0988,0.4394,0.5606,0.8685,0.3188,0.292,15,6,53901.94,0.1467
2025,5,2025-05-01,HJH,Mahmoud,382598.09,211,204571.66,93295.86,111275.8,15057.59,0.6502,129,214,1585.83,173,243,45,0.0736,0.18,0.5298,0.4702,0.7863,0.2772,0.2877,23,4,20147.13,0.1342
2025,5,2025-05-01,HJH,Maged,321569.78,162,225517.44,140714.33,84803.11,16376.18,0.6427,126,313,1789.82,161,194,52,0.0726,0.0721,0.7613,0.2387,0.7884,0.2159,0.2175,10,0,1945.56,0.0959
2025,5,2025-05-01,HJH,Amany,411710.09,219,206703.81,79417.74,127286.07,15625.95,0.5676,139,346,1487.08,183,260,45,0.0756,0.1686,0.5689,0.4311,0.6039,0.2617,0.2285,57,5,37868.56,0.1742
2025,5,2025-05-01,HJH,Alaa,302162.49,160,231210.13,148483.2,82726.93,15627.02,0.8725,130,203,1778.54,170,185,53,0.0676,0.0663,0.4317,0.5683,0.5045,0.2389,0.2954,7,0,2916.31,0.168
2025,5,2025-05-01,HJH,Ola,390893.42,216,266241.71,119644.57,146597.13,8197.7,0.7079,169,425,1575.39,215,250,39,0.0308,0.1697,0.6036,0.3964,0.4933,0.2388,0.3111,11,1,10087.36,0.1713
2025,6,2025-06-01,ASH,Ahmed,295371.45,166,171559.4,102087.3,69472.1,15458.19,0.6465,125,149,1372.48,143,192,22,0.0901,0.2566,0.4205,0.5795,0.4603,0.1515,0.1948,12,4,24644.63,0.0744
2025,6,2025-06-01,ASH,Omar,326987.53,177,187089.35,89740.75,97348.6,17762.6,0.6783,141,188,1326.87,177,209,29,0.0949,0.2316,0.4283,0.5717,0.8561,0.2733,0.2961,20,5,21256.21,0.1024
2025,6,2025-06-01,ASH,Youssef,349282.78,190,235686.08,93048.78,142637.3,15183.39,0.664,137,274,1720.34,175,220,42,0.0644,0.2159,0.5281,0.4719,0.8742,0.3665,0.3122,30,4,39119.88,0.1714
2025,6,2025-06-01,ASH,Aly,261701.4,152,243849.82,117056.09,126793.74,5974.14,0.6617,119,278,2049.16,130,177,45,0.0245,0.2687,0.4497,0.5503,0.4009,0.269,0.3012,27,4,41587.74,0.0566
2025,6,2025-06-01,ASH,Khaled,301959.3,162,270522.14,158956.88,111565.27,4318.36,0.7451,132,213,2049.41,160,200,34,0.016,0.0974,0.5686,0.4314,0.3659,0.2484,0.2115,22,2,23132.31,0.1487
2025,6,2025-06-01,ASH,Mohamed,302580.12,165,176340.79,106593.97,69746.82,14073.59,0.7847,129,162,1366.98,165,187,39,0.0798,0.062,0.6025,0.3975,0.8379,0.2594,0.2644,12,6,27587.75,0.1062
2025,6,2025-06-01,ASH,Mahmoud,300401.52,175,192900.58,104711.96,88188.62,16979.0,0.7153,127,162,1518.9,157,220,28,0.088,0.1148,0.7624,0.2376,0.4678,0.242,0.3193,25,1,19741.81,0.119
2025,6,2025-06-01,ASH,Maged,299590.57,162,247833.45,84355.45,163478.0,23039.65,0.7583,135,264,1835.8,172,190,24,0.093,0.1997,0.7412,0.2588,0.4106,0.1583,0.1651,6,0,2095.76,0.1217
2025,6,2025-06-01,ASH,Amany,207927.01,122,106285.31,43712.59,62572.72,9957.74,0.5524,79,144,1345.38,98,141,28,0.0937,0.2621,0.5738,0.4262,0.5359,0.1881,0.18,16,4,30387.68,0.123
2025,6,2025-06-01,ASH,Alaa,314340.27,181,242599.35,84561.08,158038.27,17717.63,0.7228,122,285,1988.52,162,208,30,0.073,0.0826,0.472,0.528,0.5831,0.3605,0.318,18,6,56587.55,0.1477
2025,6,2025-06-01,ASH,Ola,209967.04,118,159354.09,92802.07,66552.02,4288.55,0.6645,89,198,1790.5,103,136,27,0.0269,0.1412,0.5968,0.4032,0.5672,0.2194,0.1871,20,5,45431.74,0.0509
2025,6,2025-06-01,SMH,Ahmed,257197.32,178,278390.69,116315.67,162075.02,19738.79,0.8929,172,327,1618.55,196,216,37,0.0709,0.0712,0.7741,0.2259,0.8569,0.2462,0.2594,14,6,41222.24,0.1013
2025,6,2025-06-01,SMH,Omar,144782.11,105,112211.7,70712.5,41499.2,5388.68,0.9512,94,121,1193.74,113,131,35,0.048,0.1128,0.6236,0.3764,0.8765,0.2547,0.3158,7,2,16914.53,0.0881
2025,6,2025-06-01,SMH,Youssef,183142.46,122,168043.17,100864.68,67178.49,13859.89,0.801,100,195,1680.43,127,149,36,0.0825,0.0793,0.5124,0.4876,0.7664,0.1513,0.1628,13,6,32613.74,0.1642
2025,6,2025-06-01,SMH,Aly,226555.71,159,161912.12,100951.95,60960.17,13531.64,0.662,113,257,1432.85,141,200,28,0.0836,0.121,0.6312,0.3688,0.5024,0.2928,0.2999,20,0,4437.58,0.1372
2025,6,2025-06-01,SMH,Khaled,259230.98,165,125025.09,46331.18,78693.91,3693.19,0.5902,113,272,1106.42,152,188,44,0.0295,0.1146,0.6563,0.3437,0.4979,0.2405,0.2883,24,0,2489.67,0.1791
2025,6,2025-06-01,SMH,Mohamed,283170.23,183,192066.28,118474.46,73591.82,8797.41,0.8061,137,345,1401.94,181,211,31,0.0458,0.055,0.6716,0.3284,0.4057,0.2599,0.2315,16,0,6685.56,0.1186
2025,6,2025-06-01,SMH,Mahmoud,184265.6,121,131900.36,81080.54,50819.82,8200.97,0.8791,113,209,1167.26,127,141,38,0.0622,0.1396,0.701,0.299,0.4056,0.2412,0.2609,9,6,55366.83,0.0773
2025,6,2025-06-01,SMH,Maged,243155.23,162,129470.1,56469.07,73001.03,10450.57,0.626,112,212,1155.98,152,184,29,0.0807,0.0423,0.4634,0.5366,0.4592,0.1956,0.23,16,5,20219.34,0.1477
2025,6,2025-06-01,SMH,Amany,176945.77,116,102045.12,61695.6,40349.52,7368.14,0.755,93,178,1097.26,113,139,37,0.0722,0.0654,0.4299,0.5701,0.7158,0.1826,0.1778,19,1,6152.96,0.1379
2025,6,2025-06-01,SMH,Alaa,194740.74,135,177555.61,108343.94,69211.67,5883.27,0.8808,127,195,1398.08,149,168,35,0.0331,0.2472,0.7439,0.2561,0.3537,0.2866,0.2877,11,5,34831.1,0.1265
2025,6,2025-06-01,SMH,Ola,200549.84,143,165932.97,91803.6,74129.37,14122.08,0.8236,110,231,1508.48,145,164,24,0.0851,0.2378,0.5607,0.4393,0.3702,0.3257,0.3189,12,4,22839.01,0.1151
2025,6,2025-06-01,HJH,Ahmed,353215.4,192,287131.24,145234.68,141896.56,23825.1,0.931,169,363,1699.0,187,223,45,0.083,0.2197,0.7359,0.2641,0.4253,0.2287,0.2115,24,2,23243.0,0.0526
2025,6,2025-06-01,HJH,Omar,197173.25,107,181894.03,69408.55,112485.47,14104.35,0.7013,84,104,2165.41,101,127,19,0.0775,0.2195,0.4605,0.5395,0.6352,0.1587,0.1955,13,2,15471.18,0.0513
2025,6,2025-06-01,HJH,Youssef,221851.49,124,132664.66,85554.75,47109.91,3061.2,0.7672,90,209,1474.05,106,141,24,0.0231,0.2127,0.6949,0.3051,0.7286,0.3387,0.3183,15,6,30312.9,0.0639
2025,6,2025-06-01,HJH,Aly,369467.7,200,284671.81,107987.07,176684.74,15626.64,0.7544,170,223,1674.54,200,226,71,0.0549,0.1577,0.7153,0.2847,0.6602,0.2693,0.2279,10,1,8877.5,0.0802
2025,6,2025-06-01,HJH,Khaled,463679.44,256,402434.01,196152.71,206281.3,25104.65,0.9035,227,292,1772.84,263,293,67,0.0624,0.0636,0.5504,0.4496,0.432,0.3079,0.2967,18,6,42281.89,0.0645
2025,6,2025-06-01,HJH,Mohamed,463608.59,246,386680.53,124914.89,261765.64,20109.74,0.6722,193,346,2003.53,218,283,51,0.052,0.146,0.4298,0.5702,0.4579,0.2802,0.2923,28,6,39648.05,0.07
2025,6,2025-06-01,HJH,Mahmoud,398235.3,217,301585.94,147595.23,153990.71,4908.51,0.7602,190,419,1587.29,244,266,54,0.0163,0.2371,0.7226,0.2774,0.6167,0.2027,0.2119,7,0,1407.16,0.1478
2025,6,2025-06-01,HJH,Maged,257631.27,139,251044.03,147774.8,103269.23,4683.34,0.7881,118,303,2127.49,143,166,28,0.0187,0.0425,0.655,0.345,0.5499,0.1864,0.1931,6,6,46821.42,0.1013
2025,6,2025-06-01,HJH,Amany,273350.41,143,172317.71,77674.81,94642.9,12538.33,0.8197,113,200,1524.94,152,178,36,0.0728,0.1375,0.6619,0.3381,0.366,0.2351,0.2021,13,3,21867.89,0.1757
2025,6,2025-06-01,HJH,Alaa,224761.09,113,155599.42,99835.42,55764.0,11943.85,0.768,92,142,1691.3,114,135,29,0.0768,0.2181,0.7645,0.2355,0.5235,0.2797,0.2966,7,0,3126.57,0.1514
2025,6,2025-06-01,HJH,Ola,368378.7,200,328318.23,159254.77,169063.46,16385.29,0.651,155,292,2118.18,184,244,54,0.0499,0.0466,0.7192,0.2808,0.6293,0.1526,0.1835,21,3,27239.51,0.1085
2025,7,2025-07-01,ASH,Ahmed,394555.01,212,209242.47,128875.61,80366.86,17034.55,0.6813,146,367,1433.17,177,244,43,0.0814,0.1856,0.7687,0.2313,0.4065,0.2051,0.1863,22,4,24652.88,0.0578
2025,7,2025-07-01,ASH,Omar,255060.14,149,144259.47,73544.3,70715.17,12048.3,0.599,103,147,1400.58,136,176,19,0.0835,0.0832,0.5688,0.4312,0.8594,0.2503,0.251,11,2,10283.08,0.1219
2025,7,2025-07-01,ASH,Youssef,302914.6,161,234004.68,83874.87,150129.81,18602.87,0.7364,141,340,1659.61,162,185,56,0.0795,0.147,0.7003,0.2997,0.8207,0.3165,0.2696,9,1,6717.98,0.0579
2025,7,2025-07-01,ASH,Aly,243753.62,141,135141.01,51792.5,83348.51,6823.01,0.7316,96,143,1407.72,128,177,38,0.0505,0.0413,0.5,0.5,0.6483,0.3038,0.2786,20,0,4911.37,0.1692
2025,7,2025-07-01,ASH,Khaled,363970.34,199,225983.37,101793.14,124190.23,21311.25,0.7243,152,330,1486.73,207,251,47,0.0943,0.0609,0.7421,0.2579,0.4125,0.2013,0.222,12,6,40460.19,0.1783
2025,7,2025-07-01,ASH,Mohamed,226956.28,125,209347.19,104737.72,104609.47,9100.7,0.7546,108,226,1938.4,138,157,32,0.0435,0.1896,0.6456,0.3544,0.548,0.1744,0.2324,12,3,15254.76,0.1434
2025,7,2025-07-01,ASH,Mahmoud,427132.54,227,250833.4,117876.33,132957.08,15101.07,0.7919,173,418,1449.9,211,265,38,0.0602,0.0511,0.487,0.513,0.3912,0.2461,0.2194,21,6,26993.3,0.0972
2025,7,2025-07-01,ASH,Maged,199336.83,117,129633.55,43317.17,86316.38,11873.44,0.6797,90,128,1440.37,117,145,17,0.0916,0.077,0.5547,0.4453,0.6955,0.2416,0.213,7,4,34425.65,0.1688
2025,7,2025-07-01,ASH,Amany,281900.02,152,202058.12,92604.16,109453.96,7635.16,0.6937,103,126,1961.73,130,174,33,0.0378,0.2212,0.5084,0.4916,0.8138,0.1783,0.2071,31,4,26079.63,0.1535
2025,7,2025-07-01,ASH,Alaa,267618.48,155,146541.62,89143.11,57398.51,5366.04,0.55,98,254,1495.32,119,174,31,0.0366,0.1466,0.54,0.46,0.6672,0.2402,0.2101,30,1,13700.81,0.1234
2025,7,2025-07-01,ASH,Ola,196600.5,118,186791.83,104287.33,82504.5,5525.34,0.9176,106,194,1762.19,136,150,25,0.0296,0.0623,0.4931,0.5069,0.5875,0.2877,0.2595,7,1,6310.89,0.1022
2025,7,2025-07-01,SMH,Ahmed,175703.63,125,120752.85,40601.83,80151.02,10051.92,0.7004,89,121,1356.77,105,150,24,0.0832,0.1319,0.743,0.257,0.4252,0.1689,0.1641,13,6,46428.65,0.0984
2025,7,2025-07-01,SMH,Omar,173256.73,123,138026.21,83457.35,54568.86,3239.69,0.7934,107,263,1289.96,129,157,25,0.0235,0.1196,0.4236,0.5764,0.3999,0.2124,0.1936,8,5,17402.75,0.1358
2025,7,2025-07-01,SMH,Youssef,144950.45,100,90967.4,45135.71,45831.69,6758.87,0.8036,77,141,1181.39,90,112,16,0.0743,0.0624,0.6163,0.3837,0.7253,0.2226,0.2007,9,4,33118.02,0.1074
2025,7,2025-07-01,SMH,Aly,229284.39,154,169229.4,82483.41,86745.99,15557.49,1.0285,151,281,1120.72,168,187,54,0.0919,0.1813,0.775,0.225,0.5779,0.2002,0.1752,13,1,8695.64,0.051
2025,7,2025-07-01,SMH,Khaled,257444.22,174,181578.56,70951.58,110626.98,5514.26,0.7096,122,234,1488.35,158,212,26,0.0304,0.226,0.6718,0.3282,0.7266,0.2204,0.2365,18,5,34028.62,0.1063
2025,7,2025-07-01,SMH,Mohamed,162319.64,112,143245.69,62967.39,80278.3,11152.94,0.7243,88,219,1627.79,115,138,27,0.0779,0.0814,0.733,0.267,0.3546,0.1474,0.177,14,5,47168.99,0.1513
2025,7,2025-07-01,SMH,Mahmoud,257764.31,187,242188.98,137286.23,104902.75,20122.64,0.767,166,292,1458.97,208,234,36,0.0831,0.2613,0.4514,0.5486,0.652,0.142,0.188,6,5,35424.07,0.089
2025,7,2025-07-01,SMH,Maged,237907.71,152,184978.17,99316.99,85661.19,8121.38,0.6586,115,178,1608.51,136,173,22,0.0439,0.2406,0.6529,0.3471,0.3599,0.1544,0.1971,22,0,5177.66,0.0675
2025,7,2025-07-01,SMH,Amany,249583.89,172,153353.51,95284.92,58068.59,2371.32,0.55,111,177,1381.56,147,203,45,0.0155,0.2636,0.4717,0.5283,0.6075,0.1543,0.166,25,5,47334.0,0.1305
2025,7,2025-07-01,SMH,Alaa,115820.41,84,96574.82,40043.27,56531.55,3963.93,0.7053,63,99,1532.93,81,103,14,0.041,0.1417,0.5801,0.4199,0.5756,0.156,0.1835,6,6,52245.27,0.1067
2025,7,2025-07-01,SMH,Ola,131617.48,93,70312.66,35603.51,34709.14,1612.36,0.5974,61,96,1152.67,79,117,24,0.0229,0.109,0.7495,0.2505,0.4542,0.1813,0.1886,26,4,29505.27,0.1718
2025,7,2025-07-01,HJH,Ahmed,391706.05,212,225746.11,100273.49,125472.62,11125.98,0.55,137,210,1647.78,185,270,35,0.0493,0.1216,0.6042,0.3958,0.5839,0.36,0.3197,42,4,33439.08,0.1616
2025,7,2025-07-01,HJH,Omar,315933.33,166,187582.06,74171.15,113410.9,6100.53,0.6193,113,168,1660.02,152,211,41,0.0325,0.2311,0.6004,0.3996,0.556,0.2022,0.2009,44,1,16462.92,0.1647
2025,7,2025-07-01,HJH,Youssef,325984.41,179,260527.0,165777.86,94749.14,14656.58,0.7906,140,192,1860.91,159,208,34,0.0563,0.1967,0.7725,0.2275,0.3517,0.209,0.2142,20,2,23721.87,0.0793
2025,7,2025-07-01,HJH,Aly,237062.55,120,155472.96,58205.1,97267.86,8264.39,0.5741,82,187,1896.01,108,154,27,0.0532,0.052,0.5959,0.4041,0.6932,0.1788,0.2257,16,4,41567.8,0.1444
2025,7,2025-07-01,HJH,Khaled,332227.68,178,259926.41,96622.54,163303.87,12541.72,0.7631,129,167,2014.93,145,199,49,0.0483,0.0715,0.7357,0.2643,0.7502,0.262,0.2247,37,6,36850.38,0.0567
2025,7,2025-07-01,HJH,Mohamed,440617.49,219,219078.71,138077.11,81001.61,6211.97,0.7213,152,310,1441.31,184,263,27,0.0284,0.1641,0.5404,0.4596,0.7197,0.2975,0.264,34,2,26419.6,0.0985
2025,7,2025-07-01,HJH,Mahmoud,459468.86,241,382139.29,214719.11,167420.19,12190.98,0.9077,237,356,1612.4,259,291,79,0.0319,0.1998,0.428,0.572,0.5644,0.3128,0.2721,9,1,5569.29,0.0543
2025,7,2025-07-01,HJH,Maged,284027.94,149,192320.49,123983.68,68336.81,10686.35,0.7901,130,205,1479.39,158,178,39,0.0556,0.1191,0.6352,0.3648,0.788,0.2415,0.222,10,1,8912.16,0.1118
2025,7,2025-07-01,HJH,Amany,423729.07,214,358995.29,230495.35,128499.93,23698.87,0.7925,163,367,2202.43,195,243,62,0.066,0.1928,0.6256,0.3744,0.4237,0.1708,0.1789,18,6,48240.17,0.1303
2025,7,2025-07-01,HJH,Alaa,380370.27,193,208727.91,121488.45,87239.46,9847.27,0.55,120,217,1739.4,153,220,48,0.0472,0.2023,0.7367,0.2633,0.6015,0.3144,0.311,22,6,44272.71,0.1624
2025,7,2025-07-01,HJH,Ola,366285.37,183,312959.54,160183.88,152775.66,9803.73,0.9448,168,315,1862.85,205,224,48,0.0313,0.1498,0.7492,0.2508,0.3532,0.2558,0.2277,10,1,8092.6,0.1561
2025,8,2025-08-01,ASH,Ahmed,195961.0,114,115365.5,41322.62,74042.88,4746.92,0.6745,77,195,1498.25,97,133,25,0.0411,0.2062,0.4607,0.5393,0.5402,0.2982,0.2505,17,3,21651.26,0.1404
2025,8,2025-08-01,ASH,Omar,219862.06,128,170550.14,101717.12,68833.01,15007.9,0.7598,96,148,1776.56,125,143,23,0.088,0.2287,0.7122,0.2878,0.7196,0.303,0.2852,11,0,4406.18,0.1071
2025,8,2025-08-01,ASH,Youssef,224719.71,133,191316.27,107241.16,84075.12,16384.76,0.6765,94,195,2035.28,131,166,36,0.0856,0.2221,0.7516,0.2484,0.4046,0.2281,0.2641,22,5,48368.36,0.1618
2025,8,2025-08-01,ASH,Aly,323992.82,171,167020.69,82330.38,84690.32,8013.87,0.6456,123,223,1357.89,154,192,35,0.048,0.0515,0.4312,0.5688,0.6834,0.1713,0.165,25,6,21734.21,0.0927
2025,8,2025-08-01,ASH,Khaled,225242.31,126,195305.11,107872.05,87433.06,14683.29,0.6505,99,141,1972.78,125,155,38,0.0752,0.1498,0.6059,0.3941,0.6997,0.3706,0.3146,10,5,30721.38,0.1281
2025,8,2025-08-01,ASH,Mohamed,197582.41,117,187874.97,67277.23,120597.74,14839.25,0.799,101,217,1860.15,110,142,21,0.079,0.1738,0.6109,0.3891,0.7956,0.1595,0.1984,8,6,51559.5,0.0503
2025,8,2025-08-01,ASH,Mahmoud,295180.12,173,170766.31,77475.91,93290.4,6018.92,0.6802,109,170,1566.66,147,203,37,0.0352,0.25,0.744,0.256,0.393,0.1756,0.1618,36,5,24118.22,0.1672
2025,8,2025-08-01,ASH,Maged,204757.72,123,126708.96,73043.47,53665.5,7489.21,0.6362,88,221,1439.87,109,150,25,0.0591,0.2375,0.7537,0.2463,0.3812,0.2684,0.2576,19,1,12826.52,0.1276
2025,8,2025-08-01,ASH,Amany,255053.59,148,163355.13,94196.95,69158.18,12302.59,0.6973,103,166,1585.97,128,170,38,0.0753,0.2295,0.7004,0.2996,0.4975,0.1397,0.1626,18,5,30384.22,0.1598
2025,8,2025-08-01,ASH,Alaa,252671.55,134,246127.1,139777.06,106350.04,11569.27,0.7634,119,236,2068.29,132,163,27,0.047,0.0705,0.574,0.426,0.552,0.2954,0.2891,17,4,28971.05,0.0655
2025,8,2025-08-01,ASH,Ola,187715.19,102,166747.2,71706.22,95040.98,15191.55,0.7236,85,217,1961.73,98,128,25,0.0911,0.0843,0.766,0.234,0.6487,0.1667,0.1806,13,3,31957.74,0.0904
2025,8,2025-08-01,SMH,Ahmed,196875.44,140,147425.55,49706.82,97718.73,13000.73,0.621,89,229,1656.47,118,164,36,0.0882,0.1716,0.4975,0.5025,0.7483,0.3162,0.2776,20,4,29145.72,0.166
2025,8,2025-08-01,SMH,Omar,187459.91,120,103562.69,49366.95,54195.73,8243.42,0.7282,83,133,1247.74,110,153,31,0.0796,0.063,0.4921,0.5079,0.6298,0.2082,0.1903,12,1,6432.34,0.1691
2025,8,2025-08-01,SMH,Youssef,140092.9,92,121881.06,73318.52,48562.54,2484.8,0.8141,73,158,1669.6,80,108,26,0.0204,0.1987,0.727,0.273,0.8115,0.278,0.277,10,0,3664.42,0.0565
2025,8,2025-08-01,SMH,Aly,202849.47,135,129459.93,58881.73,70578.21,10567.28,0.7494,110,214,1176.91,127,160,24,0.0816,0.2286,0.7583,0.2417,0.4218,0.2743,0.3054,24,5,23632.9,0.0698
2025,8,2025-08-01,SMH,Khaled,190278.52,127,127715.22,57363.51,70351.71,4582.61,0.7812,94,175,1358.67,111,146,25,0.0359,0.2597,0.6246,0.3754,0.8677,0.3311,0.2843,25,0,10579.74,0.0802
2025,8,2025-08-01,SMH,Mohamed,199501.18,137,119720.83,40869.09,78851.74,2758.41,0.6705,96,203,1247.09,133,165,30,0.023,0.2748,0.4751,0.5249,0.7552,0.3184,0.3065,20,6,52098.8,0.1643
2025,8,2025-08-01,SMH,Mahmoud,201317.69,140,120833.0,70798.89,50034.1,5724.62,0.6234,106,159,1139.93,130,164,31,0.0474,0.159,0.6513,0.3487,0.3888,0.289,0.3185,12,0,3907.94,0.0657
2025,8,2025-08-01,SMH,Maged,124510.59,88,136974.04,62019.84,74954.21,7361.31,0.8448,85,175,1611.46,102,112,16,0.0537,0.1116,0.4862,0.5138,0.5058,0.2791,0.3194,4,4,27704.97,0.0691
2025,8,2025-08-01,SMH,Amany,227372.5,146,129206.84,74369.83,54837.01,11084.45,0.7533,110,194,1174.61,127,163,32,0.0858,0.1171,0.6999,0.3001,0.6724,0.2954,0.2858,26,5,39499.46,0.1077
2025,8,2025-08-01,SMH,Alaa,149484.52,103,105642.87,56566.75,49076.12,9796.06,0.596,74,104,1427.61,89,128,27,0.0927,0.174,0.5474,0.4526,0.3508,0.2335,0.2154,23,6,29285.12,0.1404
2025,8,2025-08-01,SMH,Ola,180067.8,130,108651.33,46729.44,61921.89,5905.39,0.631,87,185,1248.87,109,147,16,0.0544,0.0427,0.5085,0.4915,0.7893,0.1442,0.162,26,0,11230.65,0.1434
2025,8,2025-08-01,HJH,Ahmed,427718.77,222,220447.01,104033.99,116413.03,10249.13,0.5783,149,207,1479.51,190,258,60,0.0465,0.2155,0.5059,0.4941,0.547,0.2912,0.2913,40,2,28982.09,0.17
2025,8,2025-08-01,HJH,Omar,184557.51,92,113972.13,47836.52,66135.61,4285.21,0.751,74,128,1540.16,98,117,23,0.0376,0.2481,0.6801,0.3199,0.5315,0.1905,0.2268,13,4,38845.26,0.1194
2025,8,2025-08-01,HJH,Youssef,212395.01,110,137220.88,87265.81,49955.07,7360.18,0.7601,78,177,1759.24,102,128,25,0.0536,0.0498,0.6646,0.3354,0.4123,0.2153,0.2719,17,6,51562.21,0.1159
2025,8,2025-08-01,HJH,Aly,236519.17,127,179061.28,93356.61,85704.68,6634.97,0.8365,117,280,1530.44,142,161,22,0.0371,0.0791,0.5638,0.4362,0.4488,0.1822,0.1791,8,2,21544.38,0.0603
2025,8,2025-08-01,HJH,Khaled,387754.45,210,345444.52,223739.78,121704.75,24835.2,0.8244,193,392,1789.87,231,252,68,0.0719,0.2701,0.4404,0.5596,0.6319,0.3322,0.3027,14,1,10103.3,0.0691
2025,8,2025-08-01,HJH,Mohamed,315499.54,166,204359.8,114470.35,89889.45,9400.32,0.7085,127,210,1609.13,145,188,49,0.046,0.0832,0.5376,0.4624,0.7522,0.1654,0.2201,15,0,4435.88,0.0595
2025,8,2025-08-01,HJH,Mahmoud,463759.43,243,404164.01,261914.68,142249.33,7627.99,0.8255,189,441,2138.43,221,274,36,0.0189,0.0968,0.5626,0.4374,0.4765,0.2684,0.2927,16,4,36612.23,0.0521
2025,8,2025-08-01,HJH,Maged,278317.49,154,172215.26,99644.21,72571.06,4855.21,0.8088,121,243,1423.27,154,197,28,0.0282,0.0469,0.5513,0.4487,0.3624,0.1658,0.202,15,3,27245.48,0.1589
2025,8,2025-08-01,HJH,Amany,354609.69,181,237649.54,123696.67,113952.87,11747.17,0.7177,152,319,1563.48,190,231,62,0.0494,0.1237,0.7133,0.2867,0.6113,0.1854,0.2072,26,5,36448.81,0.0801
2025,8,2025-08-01,HJH,Alaa,232169.71,121,202401.37,116523.97,85877.4,13247.12,0.6614,94,203,2153.21,115,154,29,0.0654,0.1334,0.6465,0.3535,0.6306,0.2315,0.2053,15,2,16301.4,0.1224
